"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
19,49,"blue","yes","yes","yes",0,"female","no",12,"other",377,"1976","443"
20,49,"blue","yes","yes","yes",0,"female","no",12,"other",432,"1977","443"
21,50,"blue","yes","yes","yes",0,"female","no",12,"other",509,"1978","443"
22,50,"white","yes","yes","yes",0,"female","no",12,"other",542,"1979","443"
23,50,"white","yes","yes","yes",0,"female","no",12,"other",534,"1980","443"
24,49,"blue","no","yes","yes",0,"female","no",12,"other",576,"1981","443"
25,49,"blue","yes","yes","yes",0,"female","no",12,"other",549,"1982","443"
4,40,"blue","no","no","yes",1,"male","yes",9,"other",801,"1976","444"
5,44,"blue","no","no","yes",1,"male","yes",9,"other",800,"1977","444"
6,43,"blue","no","no","yes",1,"male","yes",9,"other",850,"1978","444"
7,43,"blue","no","no","yes",1,"male","yes",9,"other",1050,"1979","444"
8,48,"blue","no","no","yes",1,"male","yes",9,"other",1000,"1980","444"
9,50,"blue","no","no","yes",1,"male","yes",9,"other",1050,"1981","444"
10,43,"blue","no","no","yes",0,"male","yes",9,"other",1200,"1982","444"
16,41,"white","no","no","yes",1,"male","yes",17,"other",890,"1976","445"
17,40,"white","no","no","yes",1,"male","yes",17,"other",998,"1977","445"
18,39,"white","no","no","yes",1,"male","yes",17,"other",1100,"1978","445"
19,39,"white","no","no","yes",1,"male","yes",17,"other",1200,"1979","445"
20,39,"white","no","no","yes",1,"male","yes",17,"other",1300,"1980","445"
21,38,"white","no","no","yes",1,"male","yes",17,"other",1340,"1981","445"
22,37,"white","no","no","yes",1,"male","yes",17,"other",1500,"1982","445"
3,48,"white","no","yes","yes",0,"female","no",16,"other",365,"1976","446"
4,49,"white","no","yes","yes",0,"female","no",16,"other",400,"1977","446"
5,49,"white","no","yes","yes",0,"female","no",16,"other",447,"1978","446"
6,47,"white","no","yes","yes",0,"female","no",16,"other",363,"1979","446"
7,40,"white","no","yes","no",0,"female","no",16,"other",631,"1980","446"
8,41,"white","no","yes","yes",0,"female","no",16,"other",565,"1981","446"
9,42,"white","no","yes","yes",0,"female","no",16,"other",650,"1982","446"
22,47,"blue","yes","yes","no",1,"male","no",8,"other",300,"1976","447"
23,52,"blue","yes","yes","no",1,"male","no",8,"other",325,"1977","447"
24,52,"blue","yes","yes","no",1,"male","no",8,"other",400,"1978","447"
25,52,"blue","yes","yes","no",1,"male","no",8,"other",400,"1979","447"
26,52,"blue","yes","yes","yes",1,"male","no",8,"other",440,"1980","447"
27,52,"blue","yes","yes","yes",1,"male","no",8,"other",475,"1981","447"
28,52,"blue","yes","yes","no",0,"male","no",8,"other",475,"1982","447"
34,50,"blue","no","yes","no",1,"male","yes",10,"afam",680,"1976","448"
35,51,"blue","no","yes","no",1,"male","yes",10,"afam",720,"1977","448"
36,48,"blue","no","yes","no",1,"male","yes",10,"afam",820,"1978","448"
37,51,"blue","no","yes","no",1,"male","yes",10,"afam",840,"1979","448"
38,51,"blue","no","yes","no",1,"male","yes",10,"afam",980,"1980","448"
39,48,"blue","no","yes","no",1,"male","yes",10,"afam",1050,"1981","448"
40,43,"blue","no","yes","no",1,"male","yes",10,"afam",1150,"1982","448"
8,50,"blue","no","no","no",1,"male","no",12,"other",390,"1976","449"
9,52,"blue","no","no","no",1,"male","no",12,"other",440,"1977","449"
10,50,"blue","no","no","no",1,"male","no",12,"other",475,"1978","449"
11,44,"blue","no","no","no",1,"male","no",12,"other",950,"1979","449"
12,49,"blue","yes","no","no",1,"male","yes",12,"other",718,"1980","449"
13,50,"blue","no","no","no",1,"male","yes",12,"other",1224,"1981","449"
14,43,"blue","no","no","no",1,"male","no",12,"other",1200,"1982","449"
7,50,"blue","yes","no","yes",1,"male","yes",11,"other",653,"1976","450"
8,48,"blue","yes","no","yes",1,"male","yes",11,"other",725,"1977","450"
9,44,"blue","yes","no","yes",1,"male","yes",11,"other",781,"1978","450"
10,50,"blue","yes","no","yes",1,"male","yes",11,"other",871,"1979","450"
11,50,"blue","yes","no","yes",1,"male","yes",11,"other",980,"1980","450"
12,48,"blue","yes","no","yes",1,"male","yes",11,"other",1068,"1981","450"
13,49,"blue","yes","no","yes",1,"male","yes",11,"other",1192,"1982","450"
11,50,"blue","yes","no","yes",1,"male","yes",11,"other",568,"1976","451"
12,50,"blue","yes","no","yes",1,"male","yes",11,"other",705,"1977","451"
13,50,"blue","yes","no","yes",1,"male","yes",11,"other",785,"1978","451"
14,50,"blue","yes","no","yes",1,"male","yes",11,"other",858,"1979","451"
15,50,"blue","yes","no","yes",1,"male","yes",11,"other",928,"1980","451"
16,48,"blue","yes","no","yes",1,"male","yes",11,"other",1028,"1981","451"
17,37,"blue","yes","no","yes",1,"male","yes",11,"other",1105,"1982","451"
9,34,"blue","yes","no","yes",0,"female","no",12,"other",380,"1976","452"
10,48,"blue","yes","no","yes",0,"female","no",12,"other",360,"1977","452"
11,47,"blue","yes","no","yes",0,"female","no",12,"other",430,"1978","452"
12,45,"blue","yes","no","yes",0,"female","no",12,"other",368,"1979","452"
13,49,"blue","yes","no","yes",0,"female","no",12,"other",517,"1980","452"
14,48,"blue","yes","no","yes",0,"female","no",12,"other",667,"1981","452"
15,45,"blue","yes","no","yes",0,"female","no",12,"other",644,"1982","452"
34,45,"blue","no","no","yes",0,"male","no",12,"other",900,"1976","453"
35,48,"blue","no","no","yes",0,"male","no",12,"other",929,"1977","453"
36,47,"blue","no","no","yes",0,"male","yes",12,"other",986,"1978","453"
37,46,"blue","no","no","yes",0,"male","no",12,"other",986,"1979","453"
38,49,"blue","no","no","yes",0,"male","no",12,"other",1112,"1980","453"
39,48,"blue","no","no","yes",0,"male","yes",12,"other",1300,"1981","453"
40,46,"blue","no","no","yes",0,"male","yes",12,"other",1480,"1982","453"
8,48,"blue","no","no","yes",1,"male","yes",12,"other",681,"1976","454"
9,52,"blue","no","no","yes",1,"male","yes",12,"other",702,"1977","454"
10,51,"blue","no","no","yes",1,"male","yes",12,"other",702,"1978","454"
11,49,"blue","no","no","yes",1,"male","yes",12,"other",883,"1979","454"
12,50,"white","no","no","yes",1,"male","no",12,"other",1150,"1980","454"
13,49,"white","no","no","yes",1,"male","no",12,"other",1125,"1981","454"
14,49,"white","no","no","yes",1,"male","no",12,"other",1350,"1982","454"
24,49,"blue","no","no","no",1,"male","no",8,"other",450,"1976","455"
25,49,"blue","no","no","yes",1,"male","no",8,"other",495,"1977","455"
26,49,"blue","no","no","yes",1,"male","no",8,"other",490,"1978","455"
27,50,"blue","yes","no","yes",1,"male","no",8,"other",535,"1979","455"
28,49,"blue","yes","no","yes",1,"male","no",8,"other",575,"1980","455"
29,49,"blue","yes","no","yes",1,"male","no",8,"other",665,"1981","455"
30,51,"blue","yes","no","yes",1,"male","no",8,"other",705,"1982","455"
23,49,"white","yes","yes","no",1,"male","no",11,"other",675,"1976","456"
24,48,"white","yes","yes","no",1,"male","no",11,"other",732,"1977","456"
25,46,"white","yes","yes","no",1,"male","no",11,"other",785,"1978","456"
26,48,"white","yes","yes","no",1,"male","no",11,"other",735,"1979","456"
27,48,"white","yes","yes","no",1,"male","no",11,"other",980,"1980","456"
28,48,"white","no","yes","no",1,"male","no",11,"other",1046,"1981","456"
29,49,"white","no","yes","no",1,"male","no",11,"other",1050,"1982","456"
34,52,"blue","no","no","yes",1,"male","yes",10,"other",379,"1976","457"
35,50,"blue","no","no","yes",1,"male","yes",10,"other",439,"1977","457"
36,50,"blue","no","no","yes",1,"male","yes",10,"other",429,"1978","457"
37,51,"blue","no","no","yes",1,"male","yes",10,"other",500,"1979","457"
38,50,"blue","no","no","yes",1,"male","yes",10,"other",500,"1980","457"
39,50,"blue","no","no","yes",1,"male","yes",10,"other",546,"1981","457"
40,50,"blue","no","no","yes",1,"male","yes",10,"other",600,"1982","457"
12,41,"white","no","yes","yes",1,"male","no",17,"other",675,"1976","458"
13,41,"white","no","yes","yes",1,"male","no",17,"other",745,"1977","458"
14,43,"white","no","yes","yes",1,"male","no",17,"other",825,"1978","458"
15,41,"white","no","yes","yes",1,"male","no",17,"other",915,"1979","458"
16,42,"white","no","yes","yes",1,"male","no",17,"other",1050,"1980","458"
17,40,"white","no","yes","yes",1,"male","no",17,"other",1150,"1981","458"
18,51,"white","no","yes","yes",1,"male","no",17,"other",948,"1982","458"
21,47,"blue","no","no","yes",1,"male","no",14,"other",554,"1976","459"
22,47,"blue","no","no","yes",1,"male","no",14,"other",809,"1977","459"
23,47,"blue","no","no","yes",1,"male","no",14,"other",912,"1978","459"
24,46,"blue","no","no","yes",1,"male","no",14,"other",965,"1979","459"
25,47,"blue","no","no","yes",1,"male","no",14,"other",1220,"1980","459"
26,47,"blue","no","no","yes",1,"male","no",14,"other",1208,"1981","459"
27,46,"blue","no","no","yes",1,"male","no",14,"other",1340,"1982","459"
7,47,"blue","no","no","no",1,"male","yes",12,"other",665,"1976","460"
8,41,"blue","no","no","no",1,"male","yes",12,"other",835,"1977","460"
9,44,"blue","no","no","no",1,"male","yes",12,"other",825,"1978","460"
10,50,"blue","no","no","no",0,"male","yes",12,"other",879,"1979","460"
11,44,"blue","no","no","no",0,"male","yes",12,"other",1005,"1980","460"
12,43,"blue","no","no","no",1,"male","yes",12,"other",1025,"1981","460"
13,43,"blue","no","no","no",1,"male","yes",12,"other",1650,"1982","460"
29,50,"white","yes","no","no",1,"male","no",12,"other",560,"1976","461"
30,49,"white","yes","no","no",1,"male","no",12,"other",630,"1977","461"
31,49,"white","yes","no","no",1,"male","no",12,"other",635,"1978","461"
32,49,"white","yes","no","no",1,"male","no",12,"other",670,"1979","461"
33,49,"white","yes","no","no",1,"male","no",12,"other",810,"1980","461"
34,49,"white","yes","no","no",1,"male","no",12,"other",910,"1981","461"
35,49,"white","yes","no","no",1,"male","no",12,"other",950,"1982","461"
36,39,"blue","no","no","yes",1,"male","no",6,"other",475,"1976","462"
37,44,"blue","no","no","yes",1,"male","no",6,"other",600,"1977","462"
38,25,"blue","yes","no","yes",1,"male","no",6,"other",386,"1978","462"
39,51,"blue","yes","no","yes",1,"male","no",6,"other",435,"1979","462"
40,50,"blue","yes","no","yes",1,"male","no",6,"other",525,"1980","462"
41,49,"blue","yes","no","yes",1,"male","no",6,"other",565,"1981","462"
42,37,"blue","yes","no","yes",1,"male","no",6,"other",615,"1982","462"
13,48,"white","no","no","yes",0,"female","no",17,"other",795,"1976","463"
14,50,"white","no","no","yes",0,"female","no",17,"other",800,"1977","463"
15,48,"white","no","no","yes",0,"female","no",17,"other",950,"1978","463"
16,48,"white","no","no","yes",0,"female","no",17,"other",950,"1979","463"
17,47,"white","no","no","yes",0,"female","no",17,"other",1000,"1980","463"
18,47,"white","no","no","yes",0,"female","no",17,"other",1150,"1981","463"
19,45,"white","no","no","yes",0,"female","no",17,"other",1450,"1982","463"
40,49,"blue","yes","no","yes",0,"female","no",12,"other",375,"1976","464"
41,52,"blue","yes","no","yes",0,"female","no",12,"other",400,"1977","464"
42,49,"blue","yes","no","yes",0,"female","no",12,"other",350,"1978","464"
43,50,"blue","yes","no","yes",0,"female","no",12,"other",437,"1979","464"
44,50,"blue","yes","no","yes",0,"female","no",12,"other",500,"1980","464"
45,49,"white","yes","no","yes",0,"female","no",12,"other",625,"1981","464"
46,49,"blue","yes","no","yes",0,"female","no",12,"other",703,"1982","464"
3,37,"white","no","no","yes",1,"male","yes",16,"other",500,"1976","465"
4,39,"white","no","no","yes",1,"male","yes",16,"other",590,"1977","465"
5,36,"white","no","no","yes",1,"male","yes",16,"other",575,"1978","465"
6,39,"white","no","no","yes",1,"male","yes",16,"other",650,"1979","465"
7,37,"white","no","no","yes",1,"male","yes",16,"other",625,"1980","465"
8,38,"white","no","no","no",1,"male","yes",16,"other",685,"1981","465"
9,38,"white","no","no","no",1,"male","yes",16,"other",800,"1982","465"
28,50,"blue","yes","no","yes",1,"male","yes",12,"other",515,"1976","466"
29,38,"blue","yes","no","yes",1,"male","yes",12,"other",570,"1977","466"
30,49,"blue","yes","no","yes",1,"male","yes",12,"other",615,"1978","466"
31,48,"blue","yes","no","yes",1,"male","yes",12,"other",675,"1979","466"
32,49,"blue","yes","no","yes",1,"male","no",12,"other",725,"1980","466"
33,48,"blue","yes","no","yes",1,"male","yes",12,"other",800,"1981","466"
34,30,"blue","yes","no","yes",1,"male","yes",12,"other",855,"1982","466"
24,46,"blue","yes","no","yes",1,"male","yes",12,"other",510,"1976","467"
25,51,"blue","yes","no","yes",1,"male","yes",12,"other",555,"1977","467"
26,49,"blue","yes","no","yes",1,"male","yes",12,"other",615,"1978","467"
27,49,"blue","yes","no","yes",1,"male","yes",12,"other",661,"1979","467"
28,49,"blue","yes","no","yes",1,"male","yes",12,"other",700,"1980","467"
29,49,"blue","yes","no","yes",1,"male","yes",12,"other",1100,"1981","467"
30,49,"blue","yes","no","yes",1,"male","yes",12,"other",907,"1982","467"
40,49,"white","yes","no","yes",1,"male","no",17,"other",998,"1976","468"
41,48,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","468"
42,48,"white","yes","no","yes",1,"male","no",17,"other",1500,"1978","468"
43,49,"white","no","no","yes",1,"male","no",17,"other",1500,"1979","468"
44,49,"white","yes","no","yes",1,"male","no",17,"other",1500,"1980","468"
45,49,"white","yes","no","yes",1,"male","no",17,"other",1600,"1981","468"
46,50,"white","yes","no","yes",1,"male","no",17,"other",1600,"1982","468"
44,40,"blue","no","yes","yes",0,"female","no",9,"afam",220,"1976","469"
45,35,"blue","no","yes","yes",0,"female","no",9,"afam",230,"1977","469"
46,39,"blue","no","yes","yes",0,"female","no",9,"afam",100,"1978","469"
47,40,"blue","no","yes","yes",0,"female","no",9,"afam",161,"1979","469"
48,39,"blue","no","yes","yes",0,"female","no",9,"afam",195,"1980","469"
49,38,"blue","no","yes","yes",0,"female","no",9,"afam",335,"1981","469"
50,37,"blue","no","yes","yes",0,"female","no",9,"afam",314,"1982","469"
10,50,"blue","yes","no","yes",1,"male","no",12,"other",685,"1976","470"
11,50,"blue","yes","no","yes",1,"male","no",12,"other",750,"1977","470"
12,49,"blue","yes","no","yes",1,"male","no",12,"other",639,"1978","470"
13,52,"white","yes","yes","yes",1,"male","no",12,"other",1100,"1979","470"
14,51,"white","yes","yes","yes",1,"male","no",12,"other",1350,"1980","470"
15,50,"white","yes","no","no",1,"male","no",12,"other",1750,"1981","470"
16,51,"white","yes","no","no",1,"male","no",12,"other",1273,"1982","470"
29,49,"white","no","no","yes",1,"male","no",16,"other",775,"1976","471"
30,48,"white","no","no","yes",1,"male","no",16,"other",838,"1977","471"
31,48,"white","no","no","yes",1,"male","no",16,"other",925,"1978","471"
32,46,"white","no","no","yes",1,"male","no",16,"other",1025,"1979","471"
33,48,"white","no","no","yes",1,"male","no",16,"other",1125,"1980","471"
34,44,"white","no","no","yes",1,"male","no",16,"other",1250,"1981","471"
35,44,"white","no","no","yes",1,"male","no",16,"other",1350,"1982","471"
4,21,"white","no","yes","no",0,"female","no",12,"other",265,"1976","472"
5,42,"white","no","yes","no",0,"female","no",12,"other",309,"1977","472"
6,49,"white","no","yes","no",0,"female","no",12,"other",320,"1978","472"
7,49,"white","no","yes","no",0,"female","no",12,"other",353,"1979","472"
8,44,"white","no","yes","no",0,"female","no",12,"other",431,"1980","472"
9,47,"white","no","yes","no",0,"female","no",12,"other",510,"1981","472"
10,48,"white","no","yes","no",0,"female","no",12,"other",594,"1982","472"
5,50,"blue","no","no","no",1,"male","yes",14,"other",615,"1976","473"
6,48,"blue","no","no","no",1,"male","yes",14,"other",587,"1977","473"
7,48,"blue","no","no","no",1,"male","yes",14,"other",725,"1978","473"
8,47,"blue","no","no","no",1,"male","yes",14,"other",865,"1979","473"
9,50,"blue","no","no","no",1,"male","yes",14,"other",853,"1980","473"
10,49,"blue","no","no","no",1,"male","yes",14,"other",900,"1981","473"
11,46,"blue","no","no","no",1,"male","yes",14,"other",1032,"1982","473"
12,52,"white","yes","yes","yes",1,"male","no",17,"other",825,"1976","474"
13,50,"white","yes","yes","yes",1,"male","no",17,"other",850,"1977","474"
14,52,"white","yes","yes","yes",1,"male","no",17,"other",975,"1978","474"
15,51,"white","yes","yes","yes",1,"male","no",17,"other",1075,"1979","474"
16,50,"white","yes","yes","yes",1,"male","no",17,"other",1400,"1980","474"
17,51,"white","no","yes","yes",1,"male","no",17,"other",1700,"1981","474"
18,52,"white","no","yes","yes",1,"male","no",17,"other",1309,"1982","474"
17,48,"blue","no","no","no",1,"male","yes",12,"other",910,"1976","475"
18,51,"blue","no","no","no",1,"male","yes",12,"other",975,"1977","475"
19,50,"blue","no","no","no",1,"male","yes",12,"other",1100,"1978","475"
20,49,"blue","no","no","no",1,"male","yes",12,"other",1300,"1979","475"
21,50,"blue","no","no","no",1,"male","yes",12,"other",1310,"1980","475"
22,48,"blue","no","no","no",1,"male","yes",12,"other",1400,"1981","475"
23,48,"blue","no","no","no",1,"male","yes",12,"other",1625,"1982","475"
26,47,"blue","yes","no","yes",1,"male","yes",10,"other",354,"1976","476"
27,49,"blue","yes","no","yes",1,"male","yes",10,"other",350,"1977","476"
28,38,"blue","yes","no","yes",1,"male","yes",10,"other",357,"1978","476"
29,8,"white","no","no","yes",1,"male","no",10,"other",350,"1979","476"
30,43,"blue","yes","no","yes",1,"male","no",10,"other",725,"1980","476"
31,52,"blue","yes","no","yes",1,"male","no",10,"other",575,"1981","476"
32,52,"blue","yes","no","yes",1,"male","no",10,"other",725,"1982","476"
10,47,"white","yes","no","yes",1,"male","yes",12,"other",534,"1976","477"
11,26,"white","yes","no","yes",1,"male","yes",12,"other",630,"1977","477"
12,48,"white","yes","no","yes",1,"male","yes",12,"other",652,"1978","477"
13,48,"white","yes","no","yes",1,"male","yes",12,"other",875,"1979","477"
14,48,"white","yes","no","yes",1,"male","yes",12,"other",927,"1980","477"
15,46,"white","yes","no","yes",1,"male","yes",12,"other",1000,"1981","477"
16,49,"blue","yes","no","yes",1,"male","yes",12,"other",1100,"1982","477"
3,49,"blue","yes","no","yes",1,"male","yes",16,"other",520,"1976","478"
4,49,"blue","yes","no","yes",1,"male","yes",16,"other",640,"1977","478"
5,48,"blue","yes","no","yes",1,"male","yes",16,"other",690,"1978","478"
6,47,"blue","yes","no","yes",1,"male","yes",16,"other",750,"1979","478"
7,49,"white","yes","no","yes",1,"male","yes",16,"other",762,"1980","478"
8,49,"white","yes","no","yes",1,"male","yes",16,"other",855,"1981","478"
9,50,"white","no","no","yes",1,"male","no",16,"other",950,"1982","478"
21,48,"blue","no","yes","yes",1,"male","no",12,"other",998,"1976","479"
22,48,"blue","no","yes","yes",1,"male","no",12,"other",998,"1977","479"
23,48,"blue","no","yes","yes",1,"male","no",12,"other",1386,"1978","479"
24,48,"blue","no","yes","yes",0,"male","no",12,"other",1480,"1979","479"
25,48,"blue","no","yes","yes",1,"male","no",12,"other",1500,"1980","479"
26,48,"blue","no","yes","yes",1,"male","no",12,"other",1597,"1981","479"
27,47,"blue","no","yes","yes",1,"male","no",12,"other",2036,"1982","479"
17,51,"blue","yes","yes","no",1,"male","no",12,"other",270,"1976","480"
18,50,"blue","yes","yes","no",1,"male","no",12,"other",500,"1977","480"
19,50,"blue","yes","yes","no",1,"male","no",12,"other",450,"1978","480"
20,50,"blue","yes","yes","no",1,"male","yes",12,"other",525,"1979","480"
21,48,"blue","yes","yes","no",1,"male","yes",12,"other",700,"1980","480"
22,45,"blue","yes","yes","no",1,"male","yes",12,"other",900,"1981","480"
23,42,"blue","yes","yes","no",1,"male","yes",12,"other",1050,"1982","480"
18,48,"white","no","yes","no",1,"male","no",7,"other",300,"1976","481"
19,50,"white","no","yes","no",1,"male","no",7,"other",305,"1977","481"
20,50,"white","no","yes","no",1,"male","no",7,"other",400,"1978","481"
21,50,"white","no","yes","no",1,"male","no",7,"other",425,"1979","481"
22,48,"white","no","yes","no",1,"male","no",7,"other",500,"1980","481"
23,48,"white","no","yes","no",1,"male","no",7,"other",525,"1981","481"
24,49,"white","yes","yes","no",1,"male","no",7,"other",550,"1982","481"
10,44,"blue","no","yes","yes",1,"male","no",11,"other",575,"1976","482"
11,49,"blue","no","yes","yes",1,"male","no",11,"other",575,"1977","482"
12,50,"blue","no","yes","yes",1,"male","no",11,"other",690,"1978","482"
13,49,"blue","no","yes","yes",1,"male","no",11,"other",740,"1979","482"
14,48,"blue","no","yes","yes",1,"male","no",11,"other",740,"1980","482"
15,48,"blue","no","yes","yes",1,"male","no",11,"other",860,"1981","482"
16,49,"blue","no","yes","yes",1,"male","no",11,"other",1045,"1982","482"
7,50,"white","no","yes","yes",0,"male","yes",14,"afam",435,"1976","483"
8,50,"white","no","yes","yes",0,"male","yes",14,"afam",575,"1977","483"
9,49,"white","no","yes","yes",0,"male","yes",14,"afam",725,"1978","483"
10,48,"white","no","yes","yes",0,"male","yes",14,"afam",727,"1979","483"
11,46,"white","no","yes","yes",0,"male","yes",14,"afam",730,"1980","483"
12,49,"white","no","yes","yes",0,"male","yes",14,"afam",937,"1981","483"
13,47,"white","no","yes","yes",0,"male","yes",14,"afam",1067,"1982","483"
7,44,"blue","no","no","yes",1,"male","yes",10,"other",707,"1976","484"
8,49,"blue","no","no","yes",1,"male","yes",10,"other",998,"1977","484"
9,45,"blue","no","no","yes",1,"male","yes",10,"other",840,"1978","484"
10,49,"blue","no","no","yes",1,"male","yes",10,"other",967,"1979","484"
11,47,"blue","no","no","yes",1,"male","yes",10,"other",1135,"1980","484"
12,49,"blue","no","no","yes",1,"male","yes",10,"other",1136,"1981","484"
13,39,"blue","no","no","yes",1,"male","yes",10,"other",1335,"1982","484"
18,49,"white","yes","no","yes",1,"male","yes",12,"other",576,"1976","485"
19,49,"white","yes","no","yes",1,"male","yes",12,"other",660,"1977","485"
20,49,"white","yes","no","yes",1,"male","yes",12,"other",780,"1978","485"
21,49,"white","yes","no","yes",1,"male","yes",12,"other",713,"1979","485"
22,49,"white","yes","no","yes",1,"male","yes",12,"other",898,"1980","485"
23,49,"white","yes","no","yes",1,"male","yes",12,"other",838,"1981","485"
24,48,"white","yes","no","yes",1,"male","yes",12,"other",1018,"1982","485"
32,48,"blue","no","no","yes",1,"male","yes",9,"other",998,"1976","486"
33,52,"blue","no","no","yes",1,"male","yes",9,"other",998,"1977","486"
34,50,"blue","no","no","yes",1,"male","yes",9,"other",1050,"1978","486"
35,51,"blue","no","no","yes",1,"male","yes",9,"other",1125,"1979","486"
36,43,"blue","no","no","yes",1,"male","yes",9,"other",1200,"1980","486"
37,50,"blue","no","no","yes",1,"male","yes",9,"other",1200,"1981","486"
38,49,"blue","no","no","yes",1,"male","yes",9,"other",1400,"1982","486"
10,49,"white","no","no","yes",1,"male","yes",15,"other",835,"1976","487"
11,49,"white","no","no","yes",1,"male","yes",15,"other",900,"1977","487"
12,48,"white","no","no","yes",1,"male","yes",15,"other",979,"1978","487"
13,48,"white","no","no","yes",1,"male","yes",15,"other",1050,"1979","487"
14,47,"white","no","no","yes",1,"male","yes",15,"other",1200,"1980","487"
15,46,"white","no","no","yes",1,"male","yes",15,"other",1425,"1981","487"
16,43,"white","no","no","yes",1,"male","yes",15,"other",1683,"1982","487"
26,41,"blue","no","no","yes",1,"male","yes",12,"other",701,"1976","488"
27,47,"blue","no","no","yes",1,"male","yes",12,"other",753,"1977","488"
28,32,"blue","no","no","no",1,"male","yes",12,"other",886,"1978","488"
29,46,"blue","no","no","no",1,"male","yes",12,"other",926,"1979","488"
30,44,"blue","no","no","no",1,"male","yes",12,"other",1147,"1980","488"
31,45,"blue","no","no","no",1,"male","yes",12,"other",1126,"1981","488"
32,23,"blue","no","no","no",1,"male","yes",12,"other",1256,"1982","488"
31,50,"white","no","yes","yes",1,"male","no",12,"other",728,"1976","489"
32,50,"white","no","yes","yes",1,"male","no",12,"other",750,"1977","489"
33,50,"white","no","yes","yes",1,"male","no",12,"other",775,"1978","489"
34,50,"white","no","yes","yes",1,"male","no",12,"other",825,"1979","489"
35,51,"white","no","yes","yes",1,"male","no",12,"other",875,"1980","489"
36,50,"blue","no","yes","yes",1,"male","no",12,"other",950,"1981","489"
37,51,"white","no","yes","yes",1,"male","no",12,"other",1025,"1982","489"
24,46,"white","yes","no","yes",0,"male","no",16,"other",900,"1976","490"
25,45,"white","yes","no","yes",0,"male","no",16,"other",998,"1977","490"
26,47,"white","yes","no","yes",1,"male","yes",16,"other",1000,"1978","490"
27,49,"white","yes","no","yes",1,"male","no",16,"other",1113,"1979","490"
28,47,"white","yes","no","yes",1,"male","no",16,"other",1140,"1980","490"
29,47,"white","yes","no","yes",1,"male","no",16,"other",1042,"1981","490"
30,49,"white","yes","no","yes",1,"male","no",16,"other",1335,"1982","490"
7,12,"blue","no","no","yes",1,"male","yes",12,"other",530,"1976","491"
8,25,"blue","no","no","yes",1,"male","yes",12,"other",641,"1977","491"
9,49,"blue","no","no","yes",1,"male","yes",12,"other",686,"1978","491"
10,51,"blue","no","no","yes",1,"male","yes",12,"other",788,"1979","491"
11,50,"blue","no","no","yes",1,"male","yes",12,"other",786,"1980","491"
12,50,"blue","no","no","yes",1,"male","no",12,"other",1125,"1981","491"
13,46,"blue","no","no","yes",0,"male","no",12,"other",1125,"1982","491"
22,48,"white","no","no","yes",0,"female","yes",12,"other",472,"1976","492"
23,47,"white","no","no","yes",0,"female","yes",12,"other",450,"1977","492"
24,48,"white","no","no","yes",0,"female","yes",12,"other",565,"1978","492"
25,49,"white","no","no","yes",0,"female","yes",12,"other",578,"1979","492"
26,48,"white","no","no","yes",0,"female","yes",12,"other",726,"1980","492"
27,47,"white","no","no","yes",0,"female","yes",12,"other",823,"1981","492"
28,47,"white","no","no","yes",0,"female","yes",12,"other",347,"1982","492"
12,50,"white","yes","yes","no",1,"male","no",14,"other",700,"1976","493"
13,50,"white","yes","yes","yes",1,"male","no",14,"other",750,"1977","493"
14,48,"white","yes","yes","yes",1,"male","no",14,"other",813,"1978","493"
15,49,"white","yes","yes","yes",1,"male","no",14,"other",873,"1979","493"
16,49,"white","yes","yes","yes",1,"male","no",14,"other",950,"1980","493"
17,49,"white","yes","yes","yes",1,"male","no",14,"other",1200,"1981","493"
18,49,"blue","yes","yes","yes",1,"male","no",14,"other",1067,"1982","493"
39,44,"blue","yes","no","yes",0,"female","yes",14,"afam",383,"1976","494"
40,48,"blue","yes","no","yes",0,"female","yes",14,"afam",425,"1977","494"
41,35,"blue","yes","no","yes",0,"female","yes",14,"afam",453,"1978","494"
42,48,"blue","yes","no","yes",0,"female","yes",14,"afam",483,"1979","494"
43,48,"blue","yes","no","yes",0,"female","yes",14,"afam",523,"1980","494"
44,48,"blue","yes","no","yes",0,"female","yes",14,"afam",553,"1981","494"
45,48,"blue","yes","no","yes",0,"female","yes",14,"afam",583,"1982","494"
8,41,"blue","no","no","no",1,"male","no",14,"other",500,"1976","495"
9,42,"blue","no","no","no",1,"male","no",14,"other",550,"1977","495"
10,48,"blue","no","no","yes",1,"male","yes",14,"other",800,"1978","495"
11,52,"blue","no","no","yes",1,"male","yes",14,"other",848,"1979","495"
12,51,"blue","no","no","yes",1,"male","yes",14,"other",910,"1980","495"
13,51,"blue","no","no","yes",1,"male","yes",14,"other",900,"1981","495"
14,49,"blue","no","no","yes",1,"male","yes",14,"other",1050,"1982","495"
33,41,"blue","yes","no","yes",1,"male","yes",8,"other",998,"1976","496"
34,45,"blue","yes","no","yes",1,"male","yes",8,"other",998,"1977","496"
35,47,"blue","yes","no","yes",1,"male","yes",8,"other",1319,"1978","496"
36,46,"blue","yes","no","yes",1,"male","yes",8,"other",1464,"1979","496"
37,43,"blue","yes","no","yes",1,"male","yes",8,"other",1621,"1980","496"
38,47,"blue","yes","no","yes",1,"male","yes",8,"other",1784,"1981","496"
39,46,"blue","yes","no","yes",1,"male","yes",8,"other",1921,"1982","496"
